TimeS,IntTemp,WetDryState,
14:24:59 01/07/12,11.45,1,
14:29:59 01/07/12,11.31,1,
14:34:59 01/07/12,11.31,1,
14:39:59 01/07/12,11.31,1,
14:44:59 01/07/12,11.17,1,
14:49:59 01/07/12,11.17,1,
14:54:59 01/07/12,11.04,1,
14:59:59 01/07/12,11.04,1,
15:04:59 01/07/12,10.90,1,
15:09:59 01/07/12,10.90,1,
15:14:59 01/07/12,10.90,1,
15:19:59 01/07/12,10.76,1,
15:24:59 01/07/12,10.76,1,
15:29:59 01/07/12,10.76,1,
15:34:59 01/07/12,10.62,1,
15:39:59 01/07/12,10.62,1,
15:44:59 01/07/12,10.62,1,
15:49:59 01/07/12,10.62,1,
15:54:59 01/07/12,10.49,1,
15:59:59 01/07/12,10.49,1,
16:04:59 01/07/12,10.49,1,
16:09:59 01/07/12,10.35,1,
16:14:59 01/07/12,10.35,1,
16:19:59 01/07/12,10.21,1,
16:24:59 01/07/12,10.21,1,
16:29:59 01/07/12,10.21,1,
16:34:59 01/07/12,10.21,1,
16:39:59 01/07/12,10.08,1,
16:44:59 01/07/12,10.08,1,
16:49:59 01/07/12,10.08,1,
16:54:59 01/07/12,10.08,1,
16:59:59 01/07/12,9.94,1,
17:04:59 01/07/12,9.94,1,
17:09:59 01/07/12,9.80,1,
17:14:59 01/07/12,9.67,1,
17:19:59 01/07/12,9.53,1,
17:24:59 01/07/12,9.39,1,
17:29:59 01/07/12,9.26,1,
17:34:59 01/07/12,9.12,1,
17:39:59 01/07/12,8.98,1,
17:44:59 01/07/12,8.98,1,
17:49:59 01/07/12,8.85,1,
17:54:59 01/07/12,8.85,1,
17:59:59 01/07/12,8.71,1,
18:04:59 01/07/12,8.71,1,
18:09:59 01/07/12,8.71,1,
18:14:59 01/07/12,8.71,1,
18:19:59 01/07/12,8.71,1,
18:24:59 01/07/12,8.71,1,
18:29:59 01/07/12,8.71,1,
18:34:59 01/07/12,8.71,1,
18:39:59 01/07/12,8.71,1,
18:44:59 01/07/12,8.71,1,
18:49:59 01/07/12,8.71,1,
18:54:59 01/07/12,8.57,1,
18:59:59 01/07/12,8.57,1,
19:04:59 01/07/12,8.44,1,
19:09:59 01/07/12,8.44,1,
19:14:59 01/07/12,8.30,1,
19:19:59 01/07/12,8.30,1,
19:24:59 01/07/12,8.30,1,
19:29:59 01/07/12,8.30,1,
19:34:59 01/07/12,8.30,1,
19:39:59 01/07/12,8.30,1,
19:44:59 01/07/12,8.44,1,
19:49:59 01/07/12,8.44,1,
19:54:59 01/07/12,8.44,1,
19:59:59 01/07/12,8.44,1,
20:04:59 01/07/12,8.44,1,
20:09:59 01/07/12,8.44,1,
20:14:59 01/07/12,8.44,1,
20:19:59 01/07/12,8.30,1,
20:24:59 01/07/12,8.16,1,
20:29:59 01/07/12,8.03,1,
20:34:59 01/07/12,8.03,1,
20:39:59 01/07/12,7.89,1,
20:44:59 01/07/12,7.75,1,
20:49:59 01/07/12,7.62,1,
20:54:59 01/07/12,7.62,1,
20:59:59 01/07/12,7.48,1,
21:04:59 01/07/12,7.34,1,
21:09:59 01/07/12,7.34,1,
21:14:59 01/07/12,7.21,1,
21:19:59 01/07/12,7.21,1,
21:24:59 01/07/12,7.21,1,
21:29:59 01/07/12,7.07,1,
21:34:59 01/07/12,7.07,1,
21:39:59 01/07/12,7.07,1,
21:44:59 01/07/12,6.93,1,
21:49:59 01/07/12,6.93,1,
21:54:59 01/07/12,6.93,1,
21:59:59 01/07/12,6.93,1,
22:04:59 01/07/12,6.80,1,
22:09:59 01/07/12,6.80,1,
22:14:59 01/07/12,6.80,1,
22:19:59 01/07/12,6.66,1,
22:24:59 01/07/12,6.66,1,
22:29:59 01/07/12,6.52,1,
22:34:59 01/07/12,6.52,1,
22:39:59 01/07/12,6.52,1,
22:44:59 01/07/12,6.52,1,
22:49:59 01/07/12,6.52,1,
22:54:59 01/07/12,6.52,1,
22:59:59 01/07/12,6.52,1,
23:04:59 01/07/12,6.66,1,
23:09:59 01/07/12,6.66,1,
23:14:59 01/07/12,6.80,1,
23:19:59 01/07/12,6.80,1,
23:24:59 01/07/12,6.80,1,
23:29:59 01/07/12,6.80,1,
23:34:59 01/07/12,6.80,1,
23:39:59 01/07/12,6.80,1,
23:44:59 01/07/12,6.80,1,
23:49:59 01/07/12,6.80,1,
23:54:59 01/07/12,6.66,1,
23:59:59 01/07/12,6.66,1,
00:04:59 02/07/12,6.66,1,
00:09:59 02/07/12,6.66,1,
00:14:59 02/07/12,6.66,1,
00:19:59 02/07/12,6.52,1,
00:24:59 02/07/12,6.52,1,
00:29:59 02/07/12,6.52,1,
00:34:59 02/07/12,6.39,1,
00:39:59 02/07/12,6.39,1,
00:44:59 02/07/12,6.39,1,
00:49:59 02/07/12,6.39,1,
00:54:59 02/07/12,6.39,1,
00:59:59 02/07/12,6.39,1,
01:04:59 02/07/12,6.52,1,
01:09:59 02/07/12,6.52,1,
01:14:59 02/07/12,6.52,1,
01:19:59 02/07/12,6.52,1,
01:24:59 02/07/12,6.52,1,
01:29:59 02/07/12,6.52,1,
01:34:59 02/07/12,6.52,1,
01:39:59 02/07/12,6.52,1,
01:44:59 02/07/12,6.52,1,
01:49:59 02/07/12,6.52,1,
01:54:59 02/07/12,6.52,1,
01:59:59 02/07/12,6.52,1,
02:04:59 02/07/12,6.66,1,
02:09:59 02/07/12,6.66,1,
02:14:59 02/07/12,6.80,1,
02:19:59 02/07/12,6.93,1,
02:24:59 02/07/12,7.21,1,
02:29:59 02/07/12,7.48,1,
02:34:59 02/07/12,7.62,1,
02:39:59 02/07/12,7.62,1,
02:44:59 02/07/12,7.62,1,
02:49:59 02/07/12,7.62,1,
02:54:59 02/07/12,7.62,1,
02:59:59 02/07/12,7.75,1,
03:04:59 02/07/12,7.75,1,
03:09:59 02/07/12,7.75,1,
03:14:59 02/07/12,7.75,1,
03:19:59 02/07/12,7.75,1,
03:24:59 02/07/12,7.62,1,
03:29:59 02/07/12,7.62,1,
03:34:59 02/07/12,7.48,1,
03:39:59 02/07/12,7.34,1,
03:44:59 02/07/12,7.34,1,
03:49:59 02/07/12,7.21,1,
03:54:59 02/07/12,7.21,1,
03:59:59 02/07/12,7.21,1,
04:04:59 02/07/12,7.21,1,
04:09:59 02/07/12,7.21,1,
04:14:59 02/07/12,7.21,1,
04:19:59 02/07/12,7.21,1,
04:24:59 02/07/12,7.21,1,
04:29:59 02/07/12,7.21,1,
04:34:59 02/07/12,7.21,1,
04:39:59 02/07/12,7.21,1,
04:44:59 02/07/12,7.07,1,
04:49:59 02/07/12,7.07,1,
04:54:59 02/07/12,7.07,1,
04:59:59 02/07/12,7.07,1,
05:04:59 02/07/12,6.93,1,
05:09:59 02/07/12,6.80,1,
05:14:59 02/07/12,6.66,1,
05:19:59 02/07/12,6.52,1,
05:24:59 02/07/12,6.52,1,
05:29:59 02/07/12,6.52,1,
05:34:59 02/07/12,6.39,1,
05:39:59 02/07/12,6.39,1,
05:44:59 02/07/12,6.39,1,
05:49:59 02/07/12,6.25,1,
05:54:59 02/07/12,6.25,1,
05:59:59 02/07/12,6.25,1,
06:04:59 02/07/12,6.25,1,
06:09:59 02/07/12,6.25,1,
06:14:59 02/07/12,6.39,1,
06:19:59 02/07/12,6.39,1,
06:24:59 02/07/12,6.52,1,
06:29:59 02/07/12,6.52,1,
06:34:59 02/07/12,6.66,1,
06:39:59 02/07/12,6.80,1,
06:44:59 02/07/12,6.80,1,
06:49:59 02/07/12,6.93,1,
06:54:59 02/07/12,6.93,1,
06:59:59 02/07/12,6.93,1,
07:04:59 02/07/12,7.07,1,
07:09:59 02/07/12,7.07,1,
07:14:59 02/07/12,7.21,1,
07:19:59 02/07/12,7.34,1,
07:24:59 02/07/12,7.48,1,
07:29:59 02/07/12,7.62,1,
07:34:59 02/07/12,7.62,1,
07:39:59 02/07/12,7.75,1,
07:44:59 02/07/12,7.89,1,
07:49:59 02/07/12,8.03,1,
07:54:59 02/07/12,8.03,1,
07:59:59 02/07/12,8.16,1,
08:04:59 02/07/12,8.44,1,
08:09:59 02/07/12,8.85,1,
08:14:59 02/07/12,9.12,1,
08:19:59 02/07/12,9.39,1,
08:24:59 02/07/12,9.39,1,
08:29:59 02/07/12,9.53,1,
08:34:59 02/07/12,9.53,1,
08:39:59 02/07/12,9.53,1,
08:44:59 02/07/12,9.67,1,
08:49:59 02/07/12,9.94,1,
08:54:59 02/07/12,10.21,1,
08:59:59 02/07/12,10.62,1,
09:04:59 02/07/12,11.04,1,
09:09:59 02/07/12,11.31,1,
09:14:59 02/07/12,11.31,1,
09:19:59 02/07/12,11.45,1,
09:24:59 02/07/12,11.72,1,
09:29:59 02/07/12,11.86,1,
09:34:59 02/07/12,11.72,1,
09:39:59 02/07/12,11.58,1,
09:44:59 02/07/12,11.31,1,
09:49:59 02/07/12,11.17,1,
09:54:59 02/07/12,10.90,1,
09:59:59 02/07/12,10.76,1,
10:04:59 02/07/12,10.62,1,
10:09:59 02/07/12,10.49,1,
10:14:59 02/07/12,10.49,1,
10:19:59 02/07/12,10.35,1,
10:24:59 02/07/12,10.35,1,
10:29:59 02/07/12,10.21,1,
10:34:59 02/07/12,9.94,1,
10:39:59 02/07/12,9.80,1,
10:44:59 02/07/12,9.67,1,
10:49:59 02/07/12,9.53,1,
10:54:59 02/07/12,9.39,1,
10:59:59 02/07/12,9.26,1,
11:04:59 02/07/12,9.12,1,
11:09:59 02/07/12,8.98,1,
11:14:59 02/07/12,8.85,1,
11:19:59 02/07/12,8.71,1,
11:24:59 02/07/12,8.71,1,
11:29:59 02/07/12,8.57,1,
11:34:59 02/07/12,8.57,1,
11:39:59 02/07/12,8.44,1,
11:44:59 02/07/12,8.30,1,
11:49:59 02/07/12,8.16,1,
11:54:59 02/07/12,8.16,1,
11:59:59 02/07/12,8.16,1,
12:04:59 02/07/12,8.03,1,
12:09:59 02/07/12,8.03,1,
12:14:59 02/07/12,8.03,1,
12:19:59 02/07/12,8.03,1,
12:24:59 02/07/12,8.03,1,
12:29:59 02/07/12,8.03,1,
12:34:59 02/07/12,7.89,1,
12:39:59 02/07/12,7.89,1,
12:44:59 02/07/12,7.89,1,
12:49:59 02/07/12,7.89,1,
12:54:59 02/07/12,7.89,1,
12:59:59 02/07/12,7.89,1,
13:04:59 02/07/12,8.03,1,
13:09:59 02/07/12,8.03,1,
13:14:59 02/07/12,8.03,1,
13:19:59 02/07/12,8.03,1,
13:24:59 02/07/12,8.16,1,
13:29:59 02/07/12,8.30,1,
13:34:59 02/07/12,8.44,1,
13:39:59 02/07/12,8.57,1,
13:44:59 02/07/12,8.71,1,
13:49:59 02/07/12,8.71,1,
13:54:59 02/07/12,8.85,1,
13:59:59 02/07/12,8.85,1,
14:04:59 02/07/12,8.85,1,
14:09:59 02/07/12,8.71,1,
14:14:59 02/07/12,8.71,1,
14:19:59 02/07/12,8.71,1,
14:24:59 02/07/12,8.71,1,
14:29:59 02/07/12,8.57,1,
14:34:59 02/07/12,8.57,1,
14:39:59 02/07/12,8.57,1,
14:44:59 02/07/12,8.44,1,
14:49:59 02/07/12,8.44,1,
14:54:59 02/07/12,8.30,1,
14:59:59 02/07/12,8.30,1,
15:04:59 02/07/12,8.16,1,
15:09:59 02/07/12,8.16,1,
15:14:59 02/07/12,8.16,1,
15:19:59 02/07/12,8.03,1,
15:24:59 02/07/12,8.03,1,
15:29:59 02/07/12,8.03,1,
15:34:59 02/07/12,8.03,1,
15:39:59 02/07/12,8.03,1,
15:44:59 02/07/12,7.89,1,
15:49:59 02/07/12,7.89,1,
15:54:59 02/07/12,7.89,1,
15:59:59 02/07/12,7.75,1,
16:04:59 02/07/12,7.75,1,
16:09:59 02/07/12,7.62,1,
16:14:59 02/07/12,7.62,1,
16:19:59 02/07/12,7.48,1,
16:24:59 02/07/12,7.48,1,
16:29:59 02/07/12,7.34,1,
16:34:59 02/07/12,7.34,1,
16:39:59 02/07/12,7.21,1,
16:44:59 02/07/12,7.21,1,
16:49:59 02/07/12,7.21,1,
16:54:59 02/07/12,7.07,1,
16:59:59 02/07/12,7.07,1,
17:04:59 02/07/12,7.07,1,
17:09:59 02/07/12,7.07,1,
17:14:59 02/07/12,7.07,1,
17:19:59 02/07/12,7.07,1,
17:24:59 02/07/12,6.93,1,
17:29:59 02/07/12,6.93,1,
17:34:59 02/07/12,6.93,1,
17:39:59 02/07/12,6.93,1,
17:44:59 02/07/12,6.93,1,
17:49:59 02/07/12,6.80,1,
17:54:59 02/07/12,6.80,1,
17:59:59 02/07/12,6.80,1,
18:04:59 02/07/12,6.80,1,
18:09:59 02/07/12,6.80,1,
18:14:59 02/07/12,6.80,1,
18:19:59 02/07/12,6.80,1,
18:24:59 02/07/12,6.80,1,
18:29:59 02/07/12,6.80,1,
18:34:59 02/07/12,6.80,1,
18:39:59 02/07/12,6.80,1,
18:44:59 02/07/12,6.80,1,
18:49:59 02/07/12,6.80,1,
18:54:59 02/07/12,6.80,1,
18:59:59 02/07/12,6.80,1,
19:04:59 02/07/12,6.80,1,
19:09:59 02/07/12,6.80,1,
19:14:59 02/07/12,6.80,1,
19:19:59 02/07/12,6.80,1,
19:24:59 02/07/12,6.80,1,
19:29:59 02/07/12,6.80,1,
19:34:59 02/07/12,6.80,1,
19:39:59 02/07/12,6.80,1,
19:44:59 02/07/12,6.80,1,
19:49:59 02/07/12,6.80,1,
19:54:59 02/07/12,6.93,1,
19:59:59 02/07/12,6.93,1,
20:04:59 02/07/12,6.93,1,
20:09:59 02/07/12,6.93,1,
20:14:59 02/07/12,7.07,1,
20:19:59 02/07/12,7.07,1,
20:24:59 02/07/12,7.07,1,
20:29:59 02/07/12,7.07,1,
20:34:59 02/07/12,6.93,1,
20:39:59 02/07/12,6.93,1,
20:44:59 02/07/12,6.80,1,
20:49:59 02/07/12,6.80,1,
20:54:59 02/07/12,6.66,1,
20:59:59 02/07/12,6.52,1,
21:04:59 02/07/12,6.52,1,
21:09:59 02/07/12,6.39,1,
21:14:59 02/07/12,6.39,1,
21:19:59 02/07/12,6.25,1,
21:24:59 02/07/12,6.25,1,
21:29:59 02/07/12,6.25,1,
21:34:59 02/07/12,6.25,1,
21:39:59 02/07/12,6.11,1,
21:44:59 02/07/12,6.11,1,
21:49:59 02/07/12,6.11,1,
21:54:59 02/07/12,5.98,1,
21:59:59 02/07/12,5.98,1,
22:04:59 02/07/12,5.98,1,
22:09:59 02/07/12,5.98,1,
22:14:59 02/07/12,5.98,1,
22:19:59 02/07/12,5.84,1,
22:24:59 02/07/12,5.84,1,
22:29:59 02/07/12,5.84,1,
22:34:59 02/07/12,5.84,1,
22:39:59 02/07/12,5.84,1,
22:44:59 02/07/12,5.84,1,
22:49:59 02/07/12,5.84,1,
22:54:59 02/07/12,5.84,1,
22:59:59 02/07/12,5.84,1,
23:04:59 02/07/12,5.84,1,
23:09:59 02/07/12,5.84,1,
23:14:59 02/07/12,5.84,1,
23:19:59 02/07/12,5.84,1,
23:24:59 02/07/12,5.84,1,
23:29:59 02/07/12,5.98,1,
23:34:59 02/07/12,5.98,1,
23:39:59 02/07/12,5.98,1,
23:44:59 02/07/12,5.98,1,
23:49:59 02/07/12,5.98,1,
23:54:59 02/07/12,5.98,1,
23:59:59 02/07/12,5.98,1,
00:04:59 03/07/12,5.98,1,
00:09:59 03/07/12,5.98,1,
00:14:59 03/07/12,5.98,1,
00:19:59 03/07/12,5.98,1,
00:24:59 03/07/12,5.98,1,
00:29:59 03/07/12,6.11,1,
00:34:59 03/07/12,6.11,1,
00:39:59 03/07/12,6.11,1,
00:44:59 03/07/12,6.11,1,
00:49:59 03/07/12,6.11,1,
00:54:59 03/07/12,6.11,1,
00:59:59 03/07/12,6.11,1,
01:04:59 03/07/12,6.11,1,
01:09:59 03/07/12,6.25,1,
01:14:59 03/07/12,6.25,1,
01:19:59 03/07/12,6.25,1,
01:24:59 03/07/12,6.25,1,
01:29:59 03/07/12,6.39,1,
01:34:59 03/07/12,6.39,1,
01:39:59 03/07/12,6.39,1,
01:44:59 03/07/12,6.39,1,
01:49:59 03/07/12,6.52,1,
01:54:59 03/07/12,6.52,1,
01:59:59 03/07/12,6.52,1,
02:04:59 03/07/12,6.52,1,
02:09:59 03/07/12,6.52,1,
02:14:59 03/07/12,6.52,1,
02:19:59 03/07/12,6.52,1,
02:24:59 03/07/12,6.52,1,
02:29:59 03/07/12,6.52,1,
02:34:59 03/07/12,6.52,1,
02:39:59 03/07/12,6.52,1,
02:44:59 03/07/12,6.52,1,
02:49:59 03/07/12,6.39,1,
02:54:59 03/07/12,6.39,1,
02:59:59 03/07/12,6.39,1,
03:04:59 03/07/12,6.39,1,
03:09:59 03/07/12,6.39,1,
03:14:59 03/07/12,6.39,1,
03:19:59 03/07/12,6.39,1,
03:24:59 03/07/12,6.39,1,
03:29:59 03/07/12,6.39,1,
03:34:59 03/07/12,6.39,1,
03:39:59 03/07/12,6.39,1,
03:44:59 03/07/12,6.39,1,
03:49:59 03/07/12,6.39,1,
03:54:59 03/07/12,6.39,1,
03:59:59 03/07/12,6.39,1,
04:04:59 03/07/12,6.39,1,
04:09:59 03/07/12,6.39,1,
04:14:59 03/07/12,6.39,1,
04:19:59 03/07/12,6.39,1,
04:24:59 03/07/12,6.39,1,
04:29:59 03/07/12,6.39,1,
04:34:59 03/07/12,6.39,1,
04:39:59 03/07/12,6.39,1,
04:44:59 03/07/12,6.39,1,
04:49:59 03/07/12,6.39,1,
04:54:59 03/07/12,6.39,1,
04:59:59 03/07/12,6.39,1,
05:04:59 03/07/12,6.39,1,
05:09:59 03/07/12,6.39,1,
05:14:59 03/07/12,6.52,1,
05:19:59 03/07/12,6.52,1,
05:24:59 03/07/12,6.52,1,
05:29:59 03/07/12,6.66,1,
05:34:59 03/07/12,6.66,1,
05:39:59 03/07/12,6.66,1,
05:44:59 03/07/12,6.66,1,
05:49:59 03/07/12,6.66,1,
05:54:59 03/07/12,6.80,1,
05:59:59 03/07/12,6.80,1,
06:04:59 03/07/12,6.80,1,
06:09:59 03/07/12,6.66,1,
06:14:59 03/07/12,6.66,1,
06:19:59 03/07/12,6.66,1,
06:24:59 03/07/12,6.66,1,
06:29:59 03/07/12,6.66,1,
06:34:59 03/07/12,6.66,1,
06:39:59 03/07/12,6.66,1,
06:44:59 03/07/12,6.66,1,
06:49:59 03/07/12,6.66,1,
06:54:59 03/07/12,6.80,1,
06:59:59 03/07/12,6.80,1,
07:04:59 03/07/12,6.80,1,
07:09:59 03/07/12,6.80,1,
07:14:59 03/07/12,6.80,1,
07:19:59 03/07/12,6.80,1,
07:24:59 03/07/12,6.80,1,
07:29:59 03/07/12,6.80,1,
07:34:59 03/07/12,6.80,1,
07:39:59 03/07/12,6.80,1,
07:44:59 03/07/12,6.80,1,
07:49:59 03/07/12,6.80,1,
07:54:59 03/07/12,6.93,1,
07:59:59 03/07/12,6.93,1,
08:04:59 03/07/12,6.93,1,
08:09:59 03/07/12,6.93,1,
08:14:59 03/07/12,6.93,1,
08:19:59 03/07/12,6.93,1,
08:24:59 03/07/12,6.93,1,
08:29:59 03/07/12,7.07,1,
08:34:59 03/07/12,7.07,1,
08:39:59 03/07/12,7.07,1,
08:44:59 03/07/12,7.07,1,
08:49:59 03/07/12,7.21,1,
08:54:59 03/07/12,7.21,1,
08:59:59 03/07/12,7.21,1,
09:04:59 03/07/12,7.21,1,
09:09:59 03/07/12,7.21,1,
09:14:59 03/07/12,7.21,1,
09:19:59 03/07/12,7.34,1,
09:24:59 03/07/12,7.34,1,
09:29:59 03/07/12,7.34,1,
09:34:59 03/07/12,7.34,1,
09:39:59 03/07/12,7.34,1,
09:44:59 03/07/12,7.34,1,
09:49:59 03/07/12,7.34,1,
09:54:59 03/07/12,7.21,1,
09:59:59 03/07/12,7.21,1,
10:04:59 03/07/12,7.21,1,
10:09:59 03/07/12,7.21,1,
10:14:59 03/07/12,7.21,1,
10:19:59 03/07/12,7.21,1,
10:24:59 03/07/12,7.21,1,
10:29:59 03/07/12,7.21,1,
10:34:59 03/07/12,7.21,1,
10:39:59 03/07/12,7.34,1,
10:44:59 03/07/12,7.62,1,
10:49:59 03/07/12,7.75,1,
10:54:59 03/07/12,7.89,1,
10:59:59 03/07/12,8.03,1,
11:04:59 03/07/12,8.03,1,
11:09:59 03/07/12,8.03,1,
11:14:59 03/07/12,8.16,1,
11:19:59 03/07/12,8.16,1,
11:24:59 03/07/12,8.16,1,
11:29:59 03/07/12,8.30,1,
11:34:59 03/07/12,8.30,1,
11:39:59 03/07/12,8.30,1,
11:44:59 03/07/12,8.30,1,
11:49:59 03/07/12,8.30,1,
11:54:59 03/07/12,8.30,1,
11:59:59 03/07/12,8.30,1,
12:04:59 03/07/12,8.30,1,
12:09:59 03/07/12,8.30,1,
12:14:59 03/07/12,8.30,1,
12:19:59 03/07/12,8.30,1,
12:24:59 03/07/12,8.30,1,
12:29:59 03/07/12,8.30,1,
12:34:59 03/07/12,8.30,1,
12:39:59 03/07/12,8.30,1,
12:44:59 03/07/12,8.30,1,
12:49:59 03/07/12,8.30,1,
12:54:59 03/07/12,8.30,1,
12:59:59 03/07/12,8.16,1,
13:04:59 03/07/12,8.16,1,
13:09:59 03/07/12,8.16,1,
13:14:59 03/07/12,8.16,1,
13:19:59 03/07/12,8.16,1,
13:24:59 03/07/12,8.03,1,
13:29:59 03/07/12,8.03,1,
13:34:59 03/07/12,8.03,1,
13:39:59 03/07/12,7.89,1,
13:44:59 03/07/12,7.89,1,
13:49:59 03/07/12,7.89,1,
13:54:59 03/07/12,7.75,1,
13:59:59 03/07/12,7.75,1,
14:04:59 03/07/12,7.75,1,
14:09:59 03/07/12,7.62,1,
14:14:59 03/07/12,7.62,1,
14:19:59 03/07/12,7.62,1,
14:24:59 03/07/12,7.62,1,
14:29:59 03/07/12,7.62,1,
14:34:59 03/07/12,7.48,1,
14:39:59 03/07/12,7.48,1,
14:44:59 03/07/12,7.48,1,
14:49:59 03/07/12,7.34,1,
14:54:59 03/07/12,7.34,1,
14:59:59 03/07/12,7.34,1,
15:04:59 03/07/12,7.21,1,
15:09:59 03/07/12,7.21,1,
15:14:59 03/07/12,7.21,1,
15:19:59 03/07/12,7.21,1,
15:24:59 03/07/12,7.21,1,
15:29:59 03/07/12,7.07,1,
15:34:59 03/07/12,7.07,1,
15:39:59 03/07/12,7.07,1,
15:44:59 03/07/12,7.07,1,
15:49:59 03/07/12,7.07,1,
15:54:59 03/07/12,7.07,1,
15:59:59 03/07/12,7.07,1,
16:04:59 03/07/12,7.07,1,
16:09:59 03/07/12,7.07,1,
16:14:59 03/07/12,7.07,1,
16:19:59 03/07/12,7.21,1,
16:24:59 03/07/12,7.21,1,
16:29:59 03/07/12,7.21,1,
16:34:59 03/07/12,7.21,1,
16:39:59 03/07/12,7.21,1,
16:44:59 03/07/12,7.21,1,
16:49:59 03/07/12,7.21,1,
16:54:59 03/07/12,7.21,1,
16:59:59 03/07/12,7.21,1,
17:04:59 03/07/12,7.21,1,
17:09:59 03/07/12,7.21,1,
17:14:59 03/07/12,7.21,1,
17:19:59 03/07/12,7.21,1,
17:24:59 03/07/12,7.34,1,
17:29:59 03/07/12,7.34,1,
17:34:59 03/07/12,7.34,1,
17:39:59 03/07/12,7.34,1,
17:44:59 03/07/12,7.34,1,
17:49:59 03/07/12,7.21,1,
17:54:59 03/07/12,7.21,1,
17:59:59 03/07/12,7.21,1,
18:04:59 03/07/12,7.21,1,
18:09:59 03/07/12,7.07,1,
18:14:59 03/07/12,7.07,1,
18:19:59 03/07/12,7.07,1,
18:24:59 03/07/12,6.93,1,
18:29:59 03/07/12,6.93,1,
18:34:59 03/07/12,6.93,1,
18:39:59 03/07/12,6.93,1,
18:44:59 03/07/12,6.93,1,
18:49:59 03/07/12,6.93,1,
18:54:59 03/07/12,6.93,1,
18:59:59 03/07/12,6.93,1,
19:04:59 03/07/12,6.93,1,
19:09:59 03/07/12,6.93,1,
19:14:59 03/07/12,6.93,1,
19:19:59 03/07/12,6.93,1,
19:24:59 03/07/12,6.80,1,
19:29:59 03/07/12,6.80,1,
19:34:59 03/07/12,6.80,1,
19:39:59 03/07/12,6.80,1,
19:44:59 03/07/12,6.80,1,
19:49:59 03/07/12,6.80,1,
19:54:59 03/07/12,6.80,1,
19:59:59 03/07/12,6.66,1,
20:04:59 03/07/12,6.66,1,
20:09:59 03/07/12,6.66,1,
20:14:59 03/07/12,6.66,1,
20:19:59 03/07/12,6.66,1,
20:24:59 03/07/12,6.66,1,
20:29:59 03/07/12,6.66,1,
20:34:59 03/07/12,6.66,1,
20:39:59 03/07/12,6.80,1,
20:44:59 03/07/12,6.80,1,
20:49:59 03/07/12,6.80,1,
20:54:59 03/07/12,6.80,1,
20:59:59 03/07/12,6.80,1,
21:04:59 03/07/12,6.80,1,
21:09:59 03/07/12,6.80,1,
21:14:59 03/07/12,6.80,1,
21:19:59 03/07/12,6.80,1,
21:24:59 03/07/12,6.80,1,
21:29:59 03/07/12,6.80,1,
21:34:59 03/07/12,6.80,1,
21:39:59 03/07/12,6.80,1,
21:44:59 03/07/12,6.80,1,
21:49:59 03/07/12,6.80,1,
21:54:59 03/07/12,6.80,1,
21:59:59 03/07/12,6.66,1,
22:04:59 03/07/12,6.66,1,
22:09:59 03/07/12,6.66,1,
22:14:59 03/07/12,6.66,1,
22:19:59 03/07/12,6.66,1,
22:24:59 03/07/12,6.66,1,
22:29:59 03/07/12,6.66,1,
22:34:59 03/07/12,6.52,1,
22:39:59 03/07/12,6.52,1,
22:44:59 03/07/12,6.52,1,
22:49:59 03/07/12,6.52,1,
22:54:59 03/07/12,6.52,1,
22:59:59 03/07/12,6.52,1,
23:04:59 03/07/12,6.52,1,
23:09:59 03/07/12,6.52,1,
23:14:59 03/07/12,6.52,1,
23:19:59 03/07/12,6.52,1,
23:24:59 03/07/12,6.52,1,
23:29:59 03/07/12,6.52,1,
23:34:59 03/07/12,6.66,1,
23:39:59 03/07/12,6.66,1,
23:44:59 03/07/12,6.66,1,
23:49:59 03/07/12,6.66,1,
23:54:59 03/07/12,6.66,1,
23:59:59 03/07/12,6.66,1,
00:04:59 04/07/12,6.66,1,
00:09:59 04/07/12,6.52,1,
00:14:59 04/07/12,6.52,1,
00:19:59 04/07/12,6.52,1,
00:24:59 04/07/12,6.52,1,
00:29:59 04/07/12,6.52,1,
00:34:59 04/07/12,6.52,1,
00:39:59 04/07/12,6.39,1,
00:44:59 04/07/12,6.39,1,
00:49:59 04/07/12,6.39,1,
00:54:59 04/07/12,6.39,1,
00:59:59 04/07/12,6.39,1,
01:04:59 04/07/12,6.39,1,
01:09:59 04/07/12,6.39,1,
01:14:59 04/07/12,6.39,1,
01:19:59 04/07/12,6.39,1,
01:24:59 04/07/12,6.39,1,
01:29:59 04/07/12,6.25,1,
01:34:59 04/07/12,6.25,1,
01:39:59 04/07/12,6.25,1,
01:44:59 04/07/12,6.25,1,
01:49:59 04/07/12,6.25,1,
01:54:59 04/07/12,6.25,1,
01:59:59 04/07/12,6.25,1,
02:04:59 04/07/12,6.25,1,
02:09:59 04/07/12,6.25,1,
02:14:59 04/07/12,6.25,1,
02:19:59 04/07/12,6.25,1,
02:24:59 04/07/12,6.25,1,
02:29:59 04/07/12,6.39,1,
02:34:59 04/07/12,6.39,1,
02:39:59 04/07/12,6.39,1,
02:44:59 04/07/12,6.39,1,
02:49:59 04/07/12,6.25,1,
02:54:59 04/07/12,6.25,1,
02:59:59 04/07/12,6.25,1,
03:04:59 04/07/12,6.25,1,
03:09:59 04/07/12,6.25,1,
03:14:59 04/07/12,6.11,1,
03:19:59 04/07/12,6.11,1,
03:24:59 04/07/12,6.11,1,
03:29:59 04/07/12,6.11,1,
03:34:59 04/07/12,6.11,1,
